step,step_time_s,total_time_s,ALLKE,ALLIE,ALLAE,ALLVD,ALLKE_over_abs_ALLIE
Holding,0.1140000969171524,0.21400009840726852,1.0612711598412261e-08,0.0024059296119958162,0.0016894504660740495,5.4113927035359666e-05,4.411064873011221e-06
Holding,0.11550025641918182,0.21550025790929794,3.576626994572507e-08,0.002405988983809948,0.001689266529865563,5.411393067333847e-05,1.486551691898781e-05
Holding,0.11700041592121124,0.21700041741132736,4.2567720015540544e-08,0.0024059414863586426,0.001689329743385315,5.41139452252537e-05,1.769274949407276e-05
Holding,0.11850057542324066,0.21850057691335678,2.2679975231199023e-08,0.002405910985544324,0.0016894247382879257,5.41139452252537e-05,9.42677238163398e-06
Holding,0.12000073492527008,0.2200007364153862,6.288018550293373e-09,0.0024060162249952555,0.00168923893943429,5.411395977716893e-05,2.613456420189258e-06
Holding,0.1215008944272995,0.22150089591741562,1.1439437841431754e-08,0.0024059051647782326,0.0016894799191504717,5.411396341514774e-05,4.75473348197671e-06
Holding,0.1230001151561737,0.22300011664628983,2.401553089725894e-08,0.0024059840943664312,0.0016893132124096155,5.411397069110535e-05,9.981583400110947e-06
Holding,0.12450027465820312,0.22450027614831924,2.802556053893568e-08,0.002405948005616665,0.001689415075816214,5.411397432908416e-05,1.1648448126688627e-05
Holding,0.12600043416023254,0.22600043565034866,2.162174794761995e-08,0.00240591773763299,0.0016894639702513814,5.4113977967062965e-05,8.986902423726274e-06
Holding,0.12750059366226196,0.22750059515237808,1.1004024358385323e-08,0.0024059906136244535,0.001689336495473981,5.411398160504177e-05,4.573594051478257e-06
Holding,0.12900075316429138,0.2290007546544075,6.012182751646833e-09,0.00240589352324605,0.0016895139124244452,5.411398524302058e-05,2.4989396636037116e-06
Holding,0.1305009126663208,0.23050091415643692,1.3078623517515098e-08,0.0024059596471488476,0.0016893623396754265,5.4113988880999386e-05,5.435928043520496e-06
Holding,0.132000133395195,0.23200013488531113,2.3300978924112314e-08,0.0024059023708105087,0.0016894539585337043,5.4113992518978193e-05,9.684922882495269e-06
Holding,0.13350029289722443,0.23350029438734055,2.1117754656074794e-08,0.0024059030693024397,0.0016894831787794828,5.4113992518978193e-05,8.77747525472737e-06
Holding,0.13500045239925385,0.23500045388936996,7.818573344309243e-09,0.002405968029052019,0.0016893917927518487,5.4113996156957e-05,3.249658037804375e-06
Holding,0.13650061190128326,0.23650061339139938,2.6158100130402318e-09,0.00240589352324605,0.0016895495355129242,5.4113996156957e-05,1.0872509476275413e-06
Holding,0.13800077140331268,0.2380007728934288,1.1339086114503516e-08,0.0024059549905359745,0.0016894136788323522,5.411399979493581e-05,4.712925287092552e-06
Holding,0.1395009309053421,0.23950093239545822,1.8378393917828362e-08,0.0024058858398348093,0.0016894997097551823,5.4114003432914615e-05,7.638930165984203e-06
Holding,0.1410001516342163,0.24100015312433243,1.4162403694228942e-08,0.0024058895651251078,0.001689501223154366,5.4114003432914615e-05,5.886556016336722e-06
Holding,0.14250031113624573,0.24250031262636185,7.354636011314142e-09,0.002405930543318391,0.0016894327709451318,5.411400707089342e-05,3.056877943438145e-06
Holding,0.14400047063827515,0.24400047212839127,5.796676916247634e-09,0.0024058623239398003,0.001689563854597509,5.411400707089342e-05,2.409396771613719e-06
Holding,0.14550063014030457,0.24550063163042068,7.415160929724607e-09,0.002405939856544137,0.0016894500004127622,5.411401070887223e-05,3.082022565757589e-06
Holding,0.14700078964233398,0.2470007911324501,9.961338420794164e-09,0.0024058823473751545,0.0016895438311621547,5.411401070887223e-05,4.140409622133892e-06
Holding,0.1485000103712082,0.2485000118613243,1.2373697622081181e-08,0.0024058902636170387,0.001689530210569501,5.411401070887223e-05,5.143084790358827e-06
Holding,0.1500001698732376,0.25000017136335373,1.017424544613732e-08,0.002405911684036255,0.0016894853906705976,5.4114014346851036e-05,4.228852419498871e-06
Holding,0.15150032937526703,0.25150033086538315,3.894500721912664e-09,0.002405849751085043,0.001689582597464323,5.4114014346851036e-05,1.6187630670436656e-06
Holding,0.15300048887729645,0.25300049036741257,2.502607898691167e-09,0.002405911684036255,0.0016894781729206443,5.4114014346851036e-05,1.040191090677398e-06
Holding,0.15450064837932587,0.254500649869442,8.471653600850004e-09,0.002405855804681778,0.0016895690932869911,5.411401798482984e-05,3.521264069261436e-06
Holding,0.15600080788135529,0.2560008093714714,1.1743389372043112e-08,0.002405872568488121,0.0016895432490855455,5.411402162280865e-05,4.881135237941051e-06
Holding,0.1575000286102295,0.2575000301003456,7.071412788661746e-09,0.002405897481366992,0.001689527416601777,5.411402162280865e-05,2.939199547540107e-06
Holding,0.1590001881122589,0.25900018960237503,2.543816046696179e-09,0.002405853010714054,0.0016896063461899757,5.411402162280865e-05,1.0573447485643263e-06
Holding,0.16050034761428833,0.26050034910440445,3.890528343930555e-09,0.002405900275334716,0.0016895156586542726,5.411402526078746e-05,1.6170779744348685e-06
Holding,0.16200050711631775,0.26200050860643387,6.435239452429187e-09,0.0024058441631495953,0.0016896015731617808,5.411402526078746e-05,2.6748363634677545e-06
Holding,0.16350066661834717,0.2635006681084633,6.656653450676231e-09,0.0024058588314801455,0.0016895586159080267,5.411402526078746e-05,2.7668512231787467e-06
Holding,0.1650008261203766,0.2650008276104927,6.313755740450233e-09,0.0024058620911091566,0.0016895558219403028,5.411402526078746e-05,2.624321553501618e-06
Holding,0.1665000468492508,0.2665000483393669,5.157765770036349e-09,0.002405834849923849,0.001689616939984262,5.4114028898766264e-05,2.143856952691331e-06
Holding,0.1680002063512802,0.26800020784139633,2.418835132189656e-09,0.002405882813036442,0.00168954289983958,5.4114028898766264e-05,1.0053836035084631e-06
Holding,0.16950036585330963,0.26950036734342575,2.3266117921139085e-09,0.0024058420676738024,0.001689629047177732,5.4114028898766264e-05,9.670675491860107e-07
Holding,0.17100052535533905,0.27100052684545517,6.0492006959123046e-09,0.0024058595299720764,0.0016895838780328631,5.411403253674507e-05,2.514361549604899e-06
Holding,0.17250068485736847,0.2725006863474846,7.187736184022242e-09,0.0024058478884398937,0.0016895902808755636,5.411403253674507e-05,2.987610404863639e-06
Holding,0.1740008443593979,0.274000845849514,3.251948932359028e-09,0.002405826235190034,0.0016896312590688467,5.411403617472388e-05,1.3516973440528466e-06
Holding,0.1755000650882721,0.2755000665783882,8.212818758401852e-10,0.0024058599956333637,0.0016895661829039454,5.411403617472388e-05,3.413672771195381e-07
Holding,0.1770002245903015,0.27700022608041763,3.1917470888487287e-09,0.002405816223472357,0.0016896419692784548,5.411403617472388e-05,1.3266795101423102e-06
Holding,0.17850038409233093,0.27850038558244705,5.230941013678603e-09,0.002405846491456032,0.0016895981971174479,5.411403617472388e-05,2.1742621701989006e-06
Holding,0.18000000715255737,0.2800000086426735,4.056888602832487e-09,0.002405836945399642,0.001689617638476193,5.411403617472388e-05,1.686269142466171e-06
Pull_out,0.0,0.2800000086426735,4.057848279614973e-09,0.002405836945399642,0.001689617638476193,5.411403617472388e-05,1.6866680376549416e-06
Pull_out,0.0013337865239009261,0.2813337951665744,4.651861118531997e-09,0.0024064723402261734,0.0016897409223020077,5.4116466344567016e-05,1.933062367172186e-06
Pull_out,0.0026675944682210684,0.28266760311089456,2.352555927842559e-09,0.0024062308948487043,0.0016897660680115223,5.4116466344567016e-05,9.776933430947737e-07
Pull_out,0.004000540357083082,0.2840005489997566,2.0679786771893305e-09,0.0024056106340140104,0.0016896561719477177,5.411646998254582e-05,8.596481275686307e-07
Pull_out,0.005333427805453539,0.28533343644812703,2.222546147123694e-09,0.002404354512691498,0.0016896305605769157,5.411646998254582e-05,9.243837110508788e-07
Pull_out,0.006667267996817827,0.2866672766394913,2.277565691599648e-09,0.0024023998994380236,0.0016894314903765917,5.411646998254582e-05,9.480377068498973e-07
Pull_out,0.008000325411558151,0.28800033405423164,5.23266585616966e-09,0.0023994953371584415,0.0016892587300390005,5.411646998254582e-05,2.1807359969143965e-06
Pull_out,0.009333452209830284,0.2893334608525038,2.117344743979288e-09,0.002395614283159375,0.0016889474354684353,5.411647362052463e-05,8.83842093806061e-07
Pull_out,0.010666911490261555,0.29066692013293505,4.969060718451601e-09,0.0023906652349978685,0.001688527874648571,5.411647362052463e-05,2.0785263640042983e-06
Pull_out,0.012000341899693012,0.2920003505423665,1.4414496263270848e-09,0.0023846011608839035,0.0016881088959053159,5.411647725850344e-05,6.044824811679538e-07
Pull_out,0.013334144838154316,0.2933341534808278,3.262160541694925e-09,0.0023772111162543297,0.0016875274013727903,5.4122185247251764e-05,1.3722637082544746e-06
Pull_out,0.014667011797428131,0.2946670204401016,4.879747717012606e-09,0.002369094407185912,0.0016869271639734507,5.4122185247251764e-05,2.059752326547818e-06
Pull_out,0.016000255942344666,0.29600026458501816,4.0982781612797226e-09,0.0023604717571288347,0.0016863389173522592,5.412472091848031e-05,1.736211479295424e-06
Pull_out,0.017333831638097763,0.29733384028077126,8.637305981551435e-09,0.0023509860038757324,0.0016855454305186868,5.412486643763259e-05,3.673907869852203e-06
Pull_out,0.01866721920669079,0.2986672278493643,4.617594306921546e-09,0.002341169398277998,0.0016847180668264627,5.4124873713590205e-05,1.9723452349573375e-06
Pull_out,0.019999979063868523,0.299999987706542,7.748129249307567e-09,0.002331414958462119,0.0016839056042954326,5.4124899179441854e-05,3.3233591562861454e-06
Pull_out,0.021333707496523857,0.30133371613919735,9.137505863066053e-09,0.002322040731087327,0.0016832241090014577,5.4128136980580166e-05,3.935118682774911e-06
Pull_out,0.02266710251569748,0.30266711115837097,3.105606793951665e-08,0.002314280951395631,0.0016832392429932952,5.433323167380877e-05,1.3419316233315684e-05
Pull_out,0.024000421166419983,0.3040004298090935,3.662597336528961e-08,0.002311218064278364,0.0016866117948666215,5.5722885008435696e-05,1.5847043570389107e-05
Pull_out,0.025333337485790253,0.30533334612846375,2.4030098799698862e-08,0.002309038769453764,0.0016891928389668465,5.688194141839631e-05,1.0406970691697622e-05
Pull_out,0.02666676789522171,0.3066667765378952,3.285832050892168e-08,0.002309362171217799,0.0016917791217565536,5.7903020206140354e-05,1.4228309841757933e-05
Pull_out,0.02800040878355503,0.3080004174262285,4.1436120312710045e-08,0.002313438104465604,0.0016955176834017038,5.913036147831008e-05,1.7911056376536016e-05
Pull_out,0.02933344431221485,0.30933345295488834,2.8100650695250806e-08,0.002321927808225155,0.0017003590473905206,6.040709195076488e-05,1.2102293015186593e-05
Pull_out,0.030667100101709366,0.31066710874438286,4.254951591065037e-08,0.0023349637631326914,0.001705920323729515,6.184052472235635e-05,1.8222773553266645e-05
Pull_out,0.03199993446469307,0.31199994310736656,1.7770581450804457e-08,0.0023491764441132545,0.0017084041610360146,6.245318945730105e-05,7.564600562607945e-06
Pull_out,0.03333369642496109,0.3133337050676346,2.6352113380312403e-08,0.002368497895076871,0.0017095142975449562,6.245524127734825e-05,1.1126086890382113e-05
Pull_out,0.03466709703207016,0.31466710567474365,2.5291447158792835e-08,0.002395142335444689,0.0017109052278101444,6.245540862437338e-05,1.055947564556624e-05
Pull_out,0.03600075840950012,0.3160007670521736,2.7917645084585274e-08,0.0024294324684888124,0.0017124933656305075,6.245574331842363e-05,1.1491426679561492e-05
Pull_out,0.0373338907957077,0.3173338994383812,3.5970444400845736e-08,0.0024729957804083824,0.0017142090946435928,6.245597614906728e-05,1.4545291458162413e-05
Pull_out,0.038666706532239914,0.3186667151749134,3.183994579103455e-08,0.002527227159589529,0.0017163759330287576,6.245623080758378e-05,1.259876686202042e-05
Pull_out,0.039999935775995255,0.31999994441866875,3.6890096311026355e-08,0.002591562457382679,0.0017186388140544295,6.245654367376119e-05,1.4234693131140323e-05
Pull_out,0.041333772242069244,0.32133378088474274,3.931581460392408e-08,0.0026645043399184942,0.0017210544319823384,6.24729655100964e-05,1.4755395221133974e-05
Pull_out,0.04266725853085518,0.32266726717352867,4.135497277957256e-08,0.002730216598138213,0.001720623578876257,6.25007669441402e-05,1.5147139903761962e-05
Pull_out,0.04400033876299858,0.3240003474056721,3.8227298659876396e-08,0.00279530743137002,0.0017190990038216114,6.250863225432113e-05,1.3675525715302326e-05
Pull_out,0.04533397778868675,0.32533398643136024,2.8709049360031713e-08,0.0028488836251199245,0.0017161888536065817,6.251455488381907e-05,1.0077298035936164e-05
Pull_out,0.04666713997721672,0.3266671486198902,2.65789399378491e-08,0.002882669446989894,0.0017119859112426639,6.251560262171552e-05,9.2202524176343e-06
Pull_out,0.04800031706690788,0.3280003257095814,2.7040707450964874e-08,0.0028855009004473686,0.0017079159151762724,6.251707236515358e-05,9.371235145611106e-06
Pull_out,0.04933358356356621,0.3293335922062397,4.0826606095833995e-08,0.002840933157131076,0.0017062549013644457,6.251953891478479e-05,1.4370843605860426e-05
Pull_out,0.05066685751080513,0.3306668661534786,7.771462406935825e-08,0.0027403472922742367,0.0017093081260100007,6.25228276476264e-05,2.8359406958547303e-05
Pull_out,0.05200037732720375,0.33200038596987724,4.497600158970272e-08,0.0026554760988801718,0.0017125665908679366,6.25259563094005e-05,1.6937076409262104e-05
Pull_out,0.053333546966314316,0.3333335556089878,1.1242406827705054e-07,0.002630699658766389,0.0017151040956377983,6.25328320893459e-05,4.2735425118718965e-05
Pull_out,0.05466729775071144,0.33466730639338493,7.845201821510273e-08,0.002696783747524023,0.001722379238344729,6.253333413042128e-05,2.9090956324225577e-05
Pull_out,0.05600038543343544,0.33600039407610893,8.74088428304276e-08,0.0028007994405925274,0.0017334187868982553,6.253353785723448e-05,3.1208533379289625e-05
Pull_out,0.05733336880803108,0.3373333774507046,9.543549595036893e-08,0.002932244911789894,0.0017459045629948378,6.253377068787813e-05,3.2546904785014505e-05
Pull_out,0.058666545897722244,0.33866655454039574,5.6888794119913655e-08,0.0030897653196007013,0.0017604809254407883,6.254117761272937e-05,1.8412011345659593e-05
Pull_out,0.060000091791152954,0.34000010043382645,1.4368315248702856e-07,0.0032766014337539673,0.0017766279634088278,6.25706379651092e-05,4.385127559515602e-05
Pull_out,0.06133326143026352,0.341333270072937,1.0777741010770114e-07,0.0034996415488421917,0.0017933091148734093,6.267962453421205e-05,3.079669977725514e-05
Pull_out,0.0626666396856308,0.3426666483283043,1.5261545627254236e-07,0.0037560206837952137,0.0018108852673321962,6.268012657528743e-05,4.0632219340798305e-05
Pull_out,0.06400002539157867,0.34400003403425217,1.0844787823316437e-07,0.004047771915793419,0.0018296227790415287,6.268059223657474e-05,2.6791993345778007e-05
Pull_out,0.0653332993388176,0.3453333079814911,1.1910997699260406e-07,0.004376438912004232,0.0018504559993743896,6.268109427765012e-05,2.721618635322308e-05
Pull_out,0.06666695326566696,0.34666696190834045,1.7027541332481633e-07,0.0047468882985413074,0.001872744644060731,6.268196739256382e-05,3.587095432120049e-05
Pull_out,0.06800046563148499,0.3480004742741585,1.396912949758189e-07,0.005160496570169926,0.00189677975140512,6.268244032980874e-05,2.7069351384380266e-05
Pull_out,0.06933356821537018,0.34933357685804367,1.8311182259367342e-07,0.005619682837277651,0.0019224246498197317,6.268325523706153e-05,3.258401370607927e-05
Pull_out,0.07066672295331955,0.35066673159599304,1.375020985960873e-07,0.006126056425273418,0.001949358731508255,6.268385914154351e-05,2.244545088236766e-05
Pull_out,0.07199995964765549,0.351999968290329,2.282484956594999e-07,0.00668302271515131,0.0019767573103308678,6.268454308155924e-05,3.4153481947926036e-05
Pull_out,0.07333371788263321,0.3533337265253067,1.4782467872009875e-07,0.007291711401194334,0.002006456721574068,6.268530705710873e-05,2.0272974420776725e-05
Pull_out,0.0746665894985199,0.3546665981411934,2.2736573157544626e-07,0.00795348733663559,0.0020386818796396255,6.268615106819198e-05,2.858692318879386e-05
Pull_out,0.0760001391172409,0.3560001477599144,1.7979823496716563e-07,0.008673206903040409,0.0020744558423757553,6.268706783885136e-05,2.0730306215125227e-05
Pull_out,0.0773334950208664,0.3573335036635399,2.284327393908825e-07,0.009447416290640831,0.002114497357979417,6.268823926802725e-05,2.4179387502716638e-05
Pull_out,0.07866663485765457,0.35866664350032806,1.8956909286771406e-07,0.010274484753608704,0.0021584725473076105,6.270382436923683e-05,1.845047196173334e-05
Pull_out,0.08000028133392334,0.36000028997659683,2.6393854568596e-07,0.011168252676725388,0.0022066053934395313,6.270506855798885e-05,2.3632931070408828e-05
Pull_out,0.08133353292942047,0.36133354157209396,1.8902973408785329e-07,0.01212166529148817,0.002258713822811842,6.270646554185078e-05,1.559437004258729e-05
Pull_out,0.08266659080982208,0.3626665994524956,2.82064547718619e-07,0.01313546672463417,0.0023113773204386234,6.270973244681954e-05,2.1473507841912988e-05
Pull_out,0.08399993926286697,0.36399994790554047,2.2363312268680602e-07,0.014230495318770409,0.002361471299082041,6.271251186262816e-05,1.571506245406847e-05
Pull_out,0.08533322066068649,0.36533322930336,2.9899038622716034e-07,0.015409582294523716,0.00240530027076602,6.271409802138805e-05,1.9402887145968654e-05
Pull_out,0.08666675537824631,0.3666667640209198,3.557534569154086e-07,0.016629042103886604,0.002443346893414855,6.280334491748363e-05,2.139350268601825e-05
Pull_out,0.08799979835748672,0.3679998070001602,2.0627943797535409e-07,0.017932800576090813,0.002477586967870593,6.281570676947013e-05,1.1502912615354646e-05
Pull_out,0.08933322131633759,0.3693332299590111,4.2508230535531766e-07,0.019330034032464027,0.0025171092711389065,6.281772948568687e-05,2.199076859572046e-05
Pull_out,0.09066671878099442,0.3706667274236679,2.7746975206355273e-07,0.02078256383538246,0.002556538674980402,6.282073445618153e-05,1.3351083834572832e-05
Pull_out,0.09200000017881393,0.3720000088214874,2.32703285973912e-07,0.022274941205978394,0.0025988470297306776,6.28490379313007e-05,1.044686420592915e-05
Pull_out,0.09333314001560211,0.3733331486582756,4.3850363340425247e-07,0.02382625639438629,0.002642803592607379,6.285269046202302e-05,1.8404218696629503e-05
Pull_out,0.09466647356748581,0.3746664822101593,1.524708750366699e-06,0.025265667587518692,0.0027100841980427504,6.310969911282882e-05,6.034705970405109e-05
Pull_out,0.0959998220205307,0.3759998306632042,1.2072423487552442e-06,0.02690069191157818,0.0027569783851504326,6.312958430498838e-05,4.487774339498092e-05
Pull_out,0.09733309596776962,0.3773331046104431,4.709839913630276e-07,0.02854078635573387,0.002802119357511401,6.315527571132407e-05,1.6502137870087328e-05
Pull_out,0.09866643697023392,0.3786664456129074,1.2880877875431906e-07,0.030274610966444016,0.0028544687665998936,6.316632789094001e-05,4.254679899837162e-06
Pull_out,0.10000001639127731,0.3800000250339508,1.112741756514879e-06,0.03189072012901306,0.0029374160803854465,6.433184898924083e-05,3.4892337081549485e-05
Pull_out,0.10133333504199982,0.3813333436846733,2.452794069540687e-05,0.032563552260398865,0.003849123837426305,7.34257118892856e-05,0.0007532329550310071
Pull_out,0.10266657173633575,0.38266658037900925,3.8861991924932227e-05,0.03435055539011955,0.003940303809940815,7.362758333329111e-05,0.0011313351846447969
Pull_out,0.10399986058473587,0.38399986922740936,1.2396933016134426e-05,0.03593370318412781,0.003996407147496939,7.430090045090765e-05,0.0003449945849614032
Pull_out,0.10533331334590912,0.3853333219885826,2.0056615539942868e-05,0.037602636963129044,0.004183043725788593,7.469455886166543e-05,0.0005333832188314138
Pull_out,0.10666657239198685,0.38666658103466034,1.0319773537048604e-05,0.03937419503927231,0.004254417028278112,7.497132173739374e-05,0.00026209484477728457
Pull_out,0.10799997299909592,0.3879999816417694,4.80490143672796e-06,0.041103001683950424,0.004356337711215019,7.51852712710388e-05,0.00011689903996972902
Pull_out,0.10933314263820648,0.38933315128088,1.2598812645592261e-05,0.04271434620022774,0.004471711348742247,7.523311069235206e-05,0.00029495506232341884
Pull_out,0.11066658049821854,0.39066658914089203,4.313083081797231e-06,0.04435237869620323,0.004604940302670002,7.531703158747405e-05,9.724581203051575e-05
Pull_out,0.11199997365474701,0.3919999822974205,4.306978553358931e-06,0.046193938702344894,0.004680300131440163,7.535485201515257e-05,9.32368764030139e-05
Pull_out,0.11333306133747101,0.3933330699801445,5.876223440282047e-06,0.047896675765514374,0.004779442213475704,7.538467616541311e-05,0.00012268541284681244
Pull_out,0.1146664172410965,0.39466642588377,1.9392184640310006e-06,0.04939194396138191,0.004928930662572384,7.54290958866477e-05,3.92618372248563e-05
Pull_out,0.11599985510110855,0.39599986374378204,3.705227300088154e-06,0.05117424577474594,0.004999842494726181,7.545358675997704e-05,7.240414087190421e-05
Pull_out,0.11733304709196091,0.3973330557346344,1.1110520290458226e-06,0.05287986621260643,0.005092234816402197,7.547482528025284e-05,2.1010870651199767e-05
Pull_out,0.11866647005081177,0.39866647869348526,4.893362529401202e-06,0.05433233827352524,0.005200635176151991,7.577929500257596e-05,9.006353646637757e-05
Pull_out,0.11999982595443726,0.39999983459711075,7.653922011741088e-07,0.05578440800309181,0.005296351853758097,7.587541040265933e-05,1.372053999626002e-05
Pull_out,0.12133326381444931,0.4013332724571228,3.0636979317932855e-06,0.05739571154117584,0.005379908252507448,7.589374581584707e-05,5.3378516434897406e-05
Pull_out,0.12266641110181808,0.4026664197444916,1.7363861388730584e-06,0.05892670154571533,0.005454342812299728,7.591200119350106e-05,2.946688162285768e-05
Pull_out,0.12399982661008835,0.40399983525276184,3.831902631645789e-06,0.0602450966835022,0.005552041810005903,7.592613837914541e-05,6.36052200526244e-05
Pull_out,0.1253330558538437,0.4053330644965172,9.794952120500966e-07,0.061558857560157776,0.0056481859646737576,7.594208000227809e-05,1.591152355439499e-05
Pull_out,0.12666656076908112,0.4066665694117546,2.159933274015202e-06,0.06298912316560745,0.005706325173377991,7.595621718792245e-05,3.429057534800774e-05
Pull_out,0.12799978256225586,0.40799979120492935,1.153125367636676e-06,0.0642840713262558,0.005768554285168648,7.597032526973635e-05,1.7937964161982073e-05
Pull_out,0.12933315336704254,0.40933316200971603,2.311095386176021e-06,0.06533081829547882,0.005862478166818619,7.59819959057495e-05,3.5375270760016776e-05
Pull_out,0.13066639006137848,0.41066639870405197,6.728264452249277e-07,0.06643497198820114,0.005925534293055534,7.59951290092431e-05,1.0127594324031954e-05
Pull_out,0.13199971616268158,0.41199972480535507,2.210883394582197e-06,0.06760600209236145,0.005973789840936661,7.60072362027131e-05,3.270247206101241e-05
Pull_out,0.13333304226398468,0.4133330509066582,3.6105402045905066e-07,0.06871549040079117,0.006009542848914862,7.601796096423641e-05,5.254332296155651e-06
Pull_out,0.13466636836528778,0.4146663770079613,2.1949090296402574e-06,0.06961717456579208,0.006066442467272282,7.602880214108154e-05,3.152826932908555e-05
Pull_out,0.13599969446659088,0.4159997031092644,1.4261795513448305e-06,0.07038166373968124,0.00612871116027236,7.603860285598785e-05,2.0263510061651887e-05
Pull_out,0.13733302056789398,0.4173330292105675,1.3901249076297972e-06,0.07119587808847427,0.006158542353659868,7.604928396176547e-05,1.9525356593008174e-05
Pull_out,0.13866634666919708,0.4186663553118706,1.0329201813874533e-06,0.0720452219247818,0.006180888041853905,7.605773134855554e-05,1.4337108746307491e-05
Pull_out,0.13999967277050018,0.4199996814131737,1.1933389032492414e-06,0.07269331812858582,0.006206134334206581,7.606716826558113e-05,1.6416074186328474e-05
Pull_out,0.14133307337760925,0.42133308202028275,1.2361274457362015e-06,0.07317998260259628,0.006251249462366104,7.607488805660978e-05,1.6891606171170995e-05
Pull_out,0.14266648888587952,0.422666497528553,4.588488593526563e-07,0.07370360940694809,0.006270891521126032,7.608328451169655e-05,6.225595504002553e-06
Pull_out,0.14399971067905426,0.42399971932172775,1.3870744624000508e-06,0.07422609627246857,0.006278921850025654,7.609150634380057e-05,1.868715360307228e-05
Pull_out,0.1453331857919693,0.4253331944346428,9.128540341407643e-07,0.07471734285354614,0.00627879099920392,7.609865861013532e-05,1.2217431713679303e-05
Pull_out,0.14666640758514404,0.42666641622781754,5.243190912551654e-07,0.07511260360479355,0.006294270046055317,7.610599277541041e-05,6.98044091260477e-06
Pull_out,0.1479996293783188,0.4279996380209923,1.4618503882957157e-06,0.075379379093647,0.006304210517555475,7.611273031216115e-05,1.939323997985705e-05
Pull_out,0.14933310449123383,0.4293331131339073,6.646112069574883e-07,0.0755748599767685,0.006313248071819544,7.611874752910808e-05,8.794077913763756e-06
Pull_out,0.15066632628440857,0.43066633492708206,4.684787313635752e-07,0.075774185359478,0.006312948185950518,7.612504850840196e-05,6.182563747021226e-06
Pull_out,0.1519998013973236,0.4319998100399971,1.2447908375179395e-06,0.07599226385354996,0.006301303394138813,7.613087655045092e-05,1.6380494202894962e-05
Pull_out,0.15333302319049835,0.43333303183317184,3.038777833808126e-07,0.07618063688278198,0.006287251599133015,7.613621710333973e-05,3.988911038488492e-06
Pull_out,0.1546664983034134,0.4346665069460869,6.112284154369263e-07,0.07627826929092407,0.006280038971453905,7.614179776282981e-05,8.013139536579037e-06
Pull_out,0.15599972009658813,0.4359997287392616,1.0857327197300037e-06,0.07629656791687012,0.006284457631409168,7.614673813804984e-05,1.4230426733126153e-05
Pull_out,0.15733294188976288,0.43733295053243637,6.903183447093397e-08,0.07631029188632965,0.0062801833264529705,7.615164940943941e-05,9.046202388239122e-07
Pull_out,0.15866641700267792,0.4386664256453514,7.61425496875745e-07,0.07638031989336014,0.006269298493862152,7.615642971359193e-05,9.968870226503684e-06
Pull_out,0.1599997580051422,0.4399997666478157,7.005613724686555e-07,0.07646838575601578,0.006242747418582439,7.616078801220283e-05,9.161451043361959e-06
Pull_out,0.1599999964237213,0.4400000050663948,7.021021701802965e-07,0.07646863162517548,0.006243028677999973,7.616078801220283e-05,9.18157099530399e-06
