step,step_time_s,total_time_s,rp_u3_mm,rp_rf3_N,insertion_depth_mm,pullout_displacement_mm,pullout_resistance_N,absolute_force_N
Holding,0.034875694662332535,0.13487569615244865,-1.350655436515808,-0.00423696544021368,1.350655436515808,0.0,0.0,0.00423696544021368
Holding,0.036000046879053116,0.13600004836916924,-1.3506555557250977,-0.004345414228737354,1.3506555557250977,0.0,0.0,0.004345414228737354
Holding,0.03712521493434906,0.13712521642446518,-1.3506557941436768,-0.00430766586214304,1.3506557941436768,0.0,0.0,0.00430766586214304
Holding,0.038250457495450974,0.1382504589855671,-1.3506557941436768,-0.004154403693974018,1.3506557941436768,0.0,0.0,0.004154403693974018
Holding,0.03937535732984543,0.13937535881996155,-1.3506557941436768,-0.004082892090082169,1.3506557941436768,0.0,0.0,0.004082892090082169
Holding,0.04050036147236824,0.14050036296248436,-1.3506557941436768,-0.0042169406078755856,1.3506557941436768,0.0,0.0,0.0042169406078755856
Holding,0.041625697165727615,0.14162569865584373,-1.3506557941436768,-0.004330581985414028,1.3506557941436768,0.0,0.0,0.004330581985414028
Holding,0.0427505224943161,0.14275052398443222,-1.3506556749343872,-0.004284868482500315,1.3506556749343872,0.0,0.0,0.004284868482500315
Holding,0.04387586936354637,0.1438758708536625,-1.3506556749343872,-0.004153301008045673,1.3506556749343872,0.0,0.0,0.004153301008045673
Holding,0.04500049352645874,0.14500049501657486,-1.3506556749343872,-0.004086099565029144,1.3506556749343872,0.0,0.0,0.004086099565029144
Holding,0.04612572118639946,0.14612572267651558,-1.3506557941436768,-0.004195482935756445,1.3506557941436768,0.0,0.0,0.004195482935756445
Holding,0.04725051671266556,0.14725051820278168,-1.3506557941436768,-0.004312263801693916,1.3506557941436768,0.0,0.0,0.004312263801693916
Holding,0.04837590083479881,0.14837590232491493,-1.3506556749343872,-0.004272844176739454,1.3506556749343872,0.0,0.0,0.004272844176739454
Holding,0.04950027912855148,0.1495002806186676,-1.3506555557250977,-0.004155292175710201,1.3506555557250977,0.0,0.0,0.004155292175710201
Holding,0.05062521621584892,0.15062521770596504,-1.3506555557250977,-0.004096703138202429,1.3506555557250977,0.0,0.0,0.004096703138202429
Holding,0.051750920712947845,0.15175092220306396,-1.3506555557250977,-0.004183910321444273,1.3506555557250977,0.0,0.0,0.004183910321444273
Holding,0.05287547782063484,0.15287547931075096,-1.3506555557250977,-0.0042951093055307865,1.3506555557250977,0.0,0.0,0.0042951093055307865
Holding,0.054000552743673325,0.15400055423378944,-1.350655436515808,-0.004262401722371578,1.350655436515808,0.0,0.0,0.004262401722371578
Holding,0.05512520298361778,0.1551252044737339,-1.3506553173065186,-0.0041513387113809586,1.3506553173065186,0.0,0.0,0.0041513387113809586
Holding,0.0562509149312973,0.15625091642141342,-1.3506553173065186,-0.004102090373635292,1.3506553173065186,0.0,0.0,0.004102090373635292
Holding,0.05737517774105072,0.15737517923116684,-1.3506553173065186,-0.004176579415798187,1.3506553173065186,0.0,0.0,0.004176579415798187
Holding,0.05850076675415039,0.1585007682442665,-1.3506553173065186,-0.004278809763491154,1.3506553173065186,0.0,0.0,0.004278809763491154
Holding,0.05962541699409485,0.15962541848421097,-1.3506553173065186,-0.0042526512406766415,1.3506553173065186,0.0,0.0,0.0042526512406766415
Holding,0.06075006723403931,0.16075006872415543,-1.3506553173065186,-0.004148569423705339,1.3506553173065186,0.0,0.0,0.004148569423705339
Holding,0.06187565624713898,0.1618756577372551,-1.3506553173065186,-0.004107445478439331,1.3506553173065186,0.0,0.0,0.004107445478439331
Holding,0.06300030648708344,0.16300030797719955,-1.3506553173065186,-0.004174100235104561,1.3506553173065186,0.0,0.0,0.004174100235104561
Holding,0.0641258955001831,0.16412589699029922,-1.350655198097229,-0.0042630876414477825,1.350655198097229,0.0,0.0,0.0042630876414477825
Holding,0.06525054574012756,0.16525054723024368,-1.3506553173065186,-0.004241348244249821,1.3506553173065186,0.0,0.0,0.004241348244249821
Holding,0.06637519598007202,0.16637519747018814,-1.3506553173065186,-0.004145760089159012,1.3506553173065186,0.0,0.0,0.004145760089159012
Holding,0.06750078499317169,0.1675007864832878,-1.350655436515808,-0.004109581001102924,1.350655436515808,0.0,0.0,0.004109581001102924
Holding,0.06862543523311615,0.16862543672323227,-1.350655436515808,-0.004170860163867474,1.350655436515808,0.0,0.0,0.004170860163867474
Holding,0.06975008547306061,0.16975008696317673,-1.3506555557250977,-0.004248374607414007,1.3506555557250977,0.0,0.0,0.004248374607414007
Holding,0.07087567448616028,0.1708756759762764,-1.350655436515808,-0.0042316848412156105,1.350655436515808,0.0,0.0,0.0042316848412156105
Holding,0.07200032472610474,0.17200032621622086,-1.3506555557250977,-0.0041455430909991264,1.3506555557250977,0.0,0.0,0.0041455430909991264
Holding,0.0731259137392044,0.17312591522932053,-1.350655436515808,-0.00411154143512249,1.350655436515808,0.0,0.0,0.00411154143512249
Holding,0.07425056397914886,0.17425056546926498,-1.3506556749343872,-0.004167702980339527,1.3506556749343872,0.0,0.0,0.004167702980339527
Holding,0.07537521421909332,0.17537521570920944,-1.3506556749343872,-0.004236175213009119,1.3506556749343872,0.0,0.0,0.004236175213009119
Holding,0.076500803232193,0.1765008047223091,-1.3506556749343872,-0.004223007708787918,1.3506556749343872,0.0,0.0,0.004223007708787918
Holding,0.07762545347213745,0.17762545496225357,-1.3506556749343872,-0.004146462306380272,1.3506556749343872,0.0,0.0,0.004146462306380272
Holding,0.07875010371208191,0.17875010520219803,-1.3506557941436768,-0.004113247152417898,1.3506557941436768,0.0,0.0,0.004113247152417898
Holding,0.07987569272518158,0.1798756942152977,-1.3506557941436768,-0.004164045676589012,1.3506557941436768,0.0,0.0,0.004164045676589012
Holding,0.08100034296512604,0.18100034445524216,-1.3506557941436768,-0.004226050805300474,1.3506557941436768,0.0,0.0,0.004226050805300474
Holding,0.0821249932050705,0.18212499469518661,-1.3506557941436768,-0.00421577924862504,1.3506557941436768,0.0,0.0,0.00421577924862504
Holding,0.08325058221817017,0.18325058370828629,-1.3506556749343872,-0.004147571511566639,1.3506556749343872,0.0,0.0,0.004147571511566639
Holding,0.08437523245811462,0.18437523394823074,-1.3506556749343872,-0.004115586634725332,1.3506556749343872,0.0,0.0,0.004115586634725332
Holding,0.0855008214712143,0.1855008229613304,-1.3506557941436768,-0.004159876145422459,1.3506557941436768,0.0,0.0,0.004159876145422459
Holding,0.08662547171115875,0.18662547320127487,-1.3506557941436768,-0.0042166681960225105,1.3506557941436768,0.0,0.0,0.0042166681960225105
Holding,0.08775012195110321,0.18775012344121933,-1.3506557941436768,-0.004208853468298912,1.3506557941436768,0.0,0.0,0.004208853468298912
Holding,0.08887571096420288,0.188875712454319,-1.3506557941436768,-0.004148455802351236,1.3506557941436768,0.0,0.0,0.004148455802351236
Holding,0.09000036120414734,0.19000036269426346,-1.3506557941436768,-0.004117753356695175,1.3506557941436768,0.0,0.0,0.004117753356695175
Holding,0.0911250114440918,0.19112501293420792,-1.3506556749343872,-0.004155376926064491,1.3506556749343872,0.0,0.0,0.004155376926064491
Holding,0.09225060045719147,0.1922506019473076,-1.3506555557250977,-0.0042074634693562984,1.3506555557250977,0.0,0.0,0.0042074634693562984
Holding,0.09337525069713593,0.19337525218725204,-1.3506556749343872,-0.0042027924209833145,1.3506556749343872,0.0,0.0,0.0042027924209833145
Holding,0.0945008397102356,0.19450084120035172,-1.3506557941436768,-0.004149480722844601,1.3506557941436768,0.0,0.0,0.004149480722844601
Holding,0.09562548995018005,0.19562549144029617,-1.3506557941436768,-0.004119589924812317,1.3506557941436768,0.0,0.0,0.004119589924812317
Holding,0.09675014019012451,0.19675014168024063,-1.3506557941436768,-0.004151390865445137,1.3506557941436768,0.0,0.0,0.004151390865445137
Holding,0.09787572920322418,0.1978757306933403,-1.3506556749343872,-0.0041982620023190975,1.3506556749343872,0.0,0.0,0.0041982620023190975
Holding,0.09900037944316864,0.19900038093328476,-1.3506556749343872,-0.004196618217974901,1.3506556749343872,0.0,0.0,0.004196618217974901
Holding,0.1001250296831131,0.20012503117322922,-1.3506556749343872,-0.004149989224970341,1.3506556749343872,0.0,0.0,0.004149989224970341
Holding,0.10125061869621277,0.2012506201863289,-1.3506555557250977,-0.004120331257581711,1.3506555557250977,0.0,0.0,0.004120331257581711
Holding,0.10237526893615723,0.20237527042627335,-1.3506556749343872,-0.004146916791796684,1.3506556749343872,0.0,0.0,0.004146916791796684
Holding,0.1035008579492569,0.20350085943937302,-1.3506556749343872,-0.00419122539460659,1.3506556749343872,0.0,0.0,0.00419122539460659
Holding,0.10462550818920135,0.20462550967931747,-1.3506556749343872,-0.004192170687019825,1.3506556749343872,0.0,0.0,0.004192170687019825
Holding,0.10575015842914581,0.20575015991926193,-1.3506555557250977,-0.0041505987755954266,1.3506555557250977,0.0,0.0,0.0041505987755954266
Holding,0.10687574744224548,0.2068757489323616,-1.3506555557250977,-0.0041223387233912945,1.3506555557250977,0.0,0.0,0.0041223387233912945
Holding,0.10800039768218994,0.20800039917230606,-1.3506555557250977,-0.004144038073718548,1.3506555557250977,0.0,0.0,0.004144038073718548
Holding,0.1091250479221344,0.20912504941225052,-1.3506555557250977,-0.004184462130069733,1.3506555557250977,0.0,0.0,0.004184462130069733
Holding,0.11025063693523407,0.2102506384253502,-1.350655436515808,-0.004188499413430691,1.350655436515808,0.0,0.0,0.004188499413430691
Holding,0.11137528717517853,0.21137528866529465,-1.350655436515808,-0.004151901695877314,1.350655436515808,0.0,0.0,0.004151901695877314
Holding,0.1125008761882782,0.21250087767839432,-1.3506555557250977,-0.004124768078327179,1.3506555557250977,0.0,0.0,0.004124768078327179
Holding,0.11362552642822266,0.21362552791833878,-1.3506555557250977,-0.004141641780734062,1.3506555557250977,0.0,0.0,0.004141641780734062
Holding,0.11475017666816711,0.21475017815828323,-1.3506555557250977,-0.004177385941147804,1.3506555557250977,0.0,0.0,0.004177385941147804
Holding,0.11587576568126678,0.2158757671713829,-1.3506557941436768,-0.0041839685291051865,1.3506557941436768,0.0,0.0,0.0041839685291051865
Holding,0.11700041592121124,0.21700041741132736,-1.3506557941436768,-0.004153060261160135,1.3506557941436768,0.0,0.0,0.004153060261160135
Holding,0.1181250661611557,0.21812506765127182,-1.3506555557250977,-0.004126171115785837,1.3506555557250977,0.0,0.0,0.004126171115785837
Holding,0.11925065517425537,0.2192506566643715,-1.3506555557250977,-0.004139198921620846,1.3506555557250977,0.0,0.0,0.004139198921620846
Holding,0.12037530541419983,0.22037530690431595,-1.3506555557250977,-0.004171860869973898,1.3506555557250977,0.0,0.0,0.004171860869973898
Holding,0.1215008944272995,0.22150089591741562,-1.3506555557250977,-0.004180373158305883,1.3506555557250977,0.0,0.0,0.004180373158305883
Holding,0.12262554466724396,0.22262554615736008,-1.3506555557250977,-0.004154428839683533,1.3506555557250977,0.0,0.0,0.004154428839683533
Holding,0.12375019490718842,0.22375019639730453,-1.3506555557250977,-0.00412879791110754,1.3506555557250977,0.0,0.0,0.00412879791110754
Holding,0.12487578392028809,0.2248757854104042,-1.3506555557250977,-0.004136628471314907,1.3506555557250977,0.0,0.0,0.004136628471314907
Holding,0.12600043416023254,0.22600043565034866,-1.3506555557250977,-0.004166752099990845,1.3506555557250977,0.0,0.0,0.004166752099990845
Holding,0.127125084400177,0.22712508589029312,-1.3506555557250977,-0.00417676754295826,1.3506555557250977,0.0,0.0,0.00417676754295826
Holding,0.12825067341327667,0.2282506749033928,-1.3506556749343872,-0.004154727794229984,1.3506556749343872,0.0,0.0,0.004154727794229984
Holding,0.12937532365322113,0.22937532514333725,-1.3506555557250977,-0.004130636341869831,1.3506555557250977,0.0,0.0,0.004130636341869831
Holding,0.1305009126663208,0.23050091415643692,-1.3506555557250977,-0.004135557450354099,1.3506555557250977,0.0,0.0,0.004135557450354099
Holding,0.13162556290626526,0.23162556439638138,-1.3506555557250977,-0.004162368830293417,1.3506555557250977,0.0,0.0,0.004162368830293417
Holding,0.13275021314620972,0.23275021463632584,-1.3506556749343872,-0.0041739242151379585,1.3506556749343872,0.0,0.0,0.0041739242151379585
Holding,0.1338758021593094,0.2338758036494255,-1.3506556749343872,-0.004155509173870087,1.3506556749343872,0.0,0.0,0.004155509173870087
Holding,0.13500045239925385,0.23500045388936996,-1.3506555557250977,-0.0041327103972435,1.3506555557250977,0.0,0.0,0.0041327103972435
Holding,0.1361251026391983,0.23612510412931442,-1.3506555557250977,-0.004134566057473421,1.3506555557250977,0.0,0.0,0.004134566057473421
Holding,0.13725069165229797,0.2372506931424141,-1.3506555557250977,-0.0041579497046768665,1.3506555557250977,0.0,0.0,0.0041579497046768665
Holding,0.13837534189224243,0.23837534338235855,-1.3506555557250977,-0.004170430824160576,1.3506555557250977,0.0,0.0,0.004170430824160576
Holding,0.1394999921321869,0.239499993622303,-1.3506555557250977,-0.00415587704628706,1.3506555557250977,0.0,0.0,0.00415587704628706
Holding,0.14062558114528656,0.24062558263540268,-1.3506556749343872,-0.0041344547644257545,1.3506556749343872,0.0,0.0,0.0041344547644257545
Holding,0.14175023138523102,0.24175023287534714,-1.3506555557250977,-0.004134246148169041,1.3506555557250977,0.0,0.0,0.004134246148169041
Holding,0.1428758203983307,0.2428758218884468,-1.3506555557250977,-0.00415452104061842,1.3506555557250977,0.0,0.0,0.00415452104061842
Holding,0.14400047063827515,0.24400047212839127,-1.3506555557250977,-0.004167540930211544,1.3506555557250977,0.0,0.0,0.004167540930211544
Holding,0.1451251208782196,0.24512512236833572,-1.350655436515808,-0.004156324081122875,1.350655436515808,0.0,0.0,0.004156324081122875
Holding,0.14625070989131927,0.2462507113814354,-1.350655436515808,-0.004136231727898121,1.350655436515808,0.0,0.0,0.004136231727898121
Holding,0.14737536013126373,0.24737536162137985,-1.350655436515808,-0.004133977461606264,1.350655436515808,0.0,0.0,0.004133977461606264
Holding,0.1485000103712082,0.2485000118613243,-1.3506553173065186,-0.004151401109993458,1.3506553173065186,0.0,0.0,0.004151401109993458
Holding,0.14962559938430786,0.24962560087442398,-1.350655436515808,-0.004164528101682663,1.350655436515808,0.0,0.0,0.004164528101682663
Holding,0.15075024962425232,0.25075025111436844,-1.3506553173065186,-0.004156327806413174,1.3506553173065186,0.0,0.0,0.004156327806413174
Holding,0.151875838637352,0.2518758401274681,-1.350655198097229,-0.004138065502047539,1.350655198097229,0.0,0.0,0.004138065502047539
Holding,0.15300048887729645,0.25300049036741257,-1.350655198097229,-0.004134071059525013,1.350655198097229,0.0,0.0,0.004134071059525013
Holding,0.1541251391172409,0.254125140607357,-1.3506550788879395,-0.004148830659687519,1.3506550788879395,0.0,0.0,0.004148830659687519
Holding,0.15525072813034058,0.2552507296204567,-1.3506550788879395,-0.0041619958356022835,1.3506550788879395,0.0,0.0,0.0041619958356022835
Holding,0.15637537837028503,0.25637537986040115,-1.35065495967865,-0.004156295210123062,1.35065495967865,0.0,0.0,0.004156295210123062
Holding,0.1575000286102295,0.2575000301003456,-1.35065495967865,-0.004139893222600222,1.35065495967865,0.0,0.0,0.004139893222600222
Holding,0.15862561762332916,0.2586256191134453,-1.35065495967865,-0.0041343471966683865,1.35065495967865,0.0,0.0,0.0041343471966683865
Holding,0.15975026786327362,0.25975026935338974,-1.3506550788879395,-0.004146479070186615,1.3506550788879395,0.0,0.0,0.004146479070186615
Holding,0.1608758568763733,0.2608758583664894,-1.3506550788879395,-0.004159366711974144,1.3506550788879395,0.0,0.0,0.004159366711974144
Holding,0.16200050711631775,0.26200050860643387,-1.3506548404693604,-0.004156019538640976,1.3506548404693604,0.0,0.0,0.004156019538640976
Holding,0.1631251573562622,0.2631251588463783,-1.3506547212600708,-0.004141383804380894,1.3506547212600708,0.0,0.0,0.004141383804380894
Holding,0.16425074636936188,0.264250747859478,-1.3506546020507812,-0.004134891089051962,1.3506546020507812,0.0,0.0,0.004134891089051962
Holding,0.16537539660930634,0.26537539809942245,-1.3506546020507812,-0.004144635051488876,1.3506546020507812,0.0,0.0,0.004144635051488876
Holding,0.1665000468492508,0.2665000483393669,-1.3506546020507812,-0.004157030954957008,1.3506546020507812,0.0,0.0,0.004157030954957008
Holding,0.16762563586235046,0.2676256373524666,-1.3506546020507812,-0.004155653528869152,1.3506546020507812,0.0,0.0,0.004155653528869152
Holding,0.16875028610229492,0.26875028759241104,-1.3506546020507812,-0.00414277333766222,1.3506546020507812,0.0,0.0,0.00414277333766222
Holding,0.1698758751153946,0.2698758766055107,-1.3506544828414917,-0.004135575145483017,1.3506544828414917,0.0,0.0,0.004135575145483017
Holding,0.17100052535533905,0.27100052684545517,-1.3506544828414917,-0.004143167287111282,1.3506544828414917,0.0,0.0,0.004143167287111282
Holding,0.1721251755952835,0.2721251770853996,-1.3506543636322021,-0.004154759459197521,1.3506543636322021,0.0,0.0,0.004154759459197521
Holding,0.17325076460838318,0.2732507660984993,-1.3506543636322021,-0.004155056085437536,1.3506543636322021,0.0,0.0,0.004155056085437536
Holding,0.17437541484832764,0.27437541633844376,-1.3506542444229126,-0.004144033882766962,1.3506542444229126,0.0,0.0,0.004144033882766962
Holding,0.1755000650882721,0.2755000665783882,-1.350654125213623,-0.0041363537311553955,1.350654125213623,0.0,0.0,0.0041363537311553955
Holding,0.17662565410137177,0.2766256555914879,-1.350654125213623,-0.004142007790505886,1.350654125213623,0.0,0.0,0.004142007790505886
Holding,0.17775030434131622,0.27775030583143234,-1.3506543636322021,-0.004152853041887283,1.3506543636322021,0.0,0.0,0.004152853041887283
Holding,0.1788758933544159,0.278875894844532,-1.3506542444229126,-0.0041544148698449135,1.3506542444229126,0.0,0.0,0.0041544148698449135
Holding,0.18000000715255737,0.2800000086426735,-1.350654125213623,-0.004145358689129353,1.350654125213623,0.0,0.0,0.004145358689129353
Pull_out,0.0,0.2800000086426735,-1.350654125213623,-0.004256090149283409,1.350654125213623,0.0,0.0,0.004256090149283409
Pull_out,0.0010003279894590378,0.28100033663213253,-1.350654125213623,-0.004139670170843601,1.350654125213623,0.0,0.0,0.004139670170843601
Pull_out,0.0020007812418043613,0.28200078988447785,-1.3506542444229126,-0.004134574439376593,1.3506542444229126,0.0,0.0,0.004134574439376593
Pull_out,0.003000068012624979,0.28300007665529847,-1.3505768775939941,-0.004126586485654116,1.3505768775939941,0.0,0.0,0.004126586485654116
Pull_out,0.004000540357083082,0.2840005489997566,-1.3504517078399658,-0.004116493742913008,1.3504517078399658,0.0,0.0,0.004116493742913008
Pull_out,0.0050009205006062984,0.2850009291432798,-1.3502230644226074,-0.004100458230823278,1.3502230644226074,0.0,0.0,0.004100458230823278
Pull_out,0.006000347901135683,0.2860003565438092,-1.3499020338058472,-0.004075768403708935,1.3499020338058472,9.796619415292085e-05,0.0,0.004075768403708935
Pull_out,0.007000570185482502,0.287000578828156,-1.349460482597351,-0.00404311204329133,1.349460482597351,0.0005395174026490146,0.0,0.00404311204329133
Pull_out,0.008000325411558151,0.28800033405423164,-1.348882794380188,-0.0039990670047700405,1.348882794380188,0.0011172056198121005,0.0,0.0039990670047700405
Pull_out,0.009000644087791443,0.28900065273046494,-1.348153829574585,-0.003940947819501162,1.348153829574585,0.0018461704254151279,0.0,0.003940947819501162
Pull_out,0.010000019334256649,0.29000002797693014,-1.3472378253936768,-0.0038687684573233128,1.3472378253936768,0.002762174606323331,0.0,0.0038687684573233128
Pull_out,0.011000330559909344,0.29100033920258284,-1.346153736114502,-0.003780979663133621,1.346153736114502,0.0038462638854981357,0.0,0.003780979663133621
Pull_out,0.012000341899693012,0.2920003505423665,-1.3448511362075806,-0.0036750477738678455,1.3448511362075806,0.005148863792419522,0.0,0.0036750477738678455
Pull_out,0.013000019825994968,0.29300002846866846,-1.3433436155319214,-0.0035507199354469776,1.3433436155319214,0.006656384468078702,0.0,0.0035507199354469776
Pull_out,0.014000052586197853,0.29400006122887135,-1.3416111469268799,-0.0034093623980879784,1.3416111469268799,0.008388853073120206,0.0,0.0034093623980879784
Pull_out,0.015000172890722752,0.29500018153339624,-1.3396384716033936,-0.0032489446457475424,1.3396384716033936,0.010361528396606534,0.0,0.0032489446457475424
Pull_out,0.016000255942344666,0.29600026458501816,-1.3374137878417969,-0.0030691528227180243,1.3374137878417969,0.012586212158203214,0.0,0.0030691528227180243
Pull_out,0.01700056716799736,0.29700057581067085,-1.3349246978759766,-0.0028699547983705997,1.3349246978759766,0.015075302124023526,0.0,0.0028699547983705997
Pull_out,0.01800025813281536,0.29800026677548885,-1.3321654796600342,-0.002652965486049652,1.3321654796600342,0.01783452033996591,0.0,0.002652965486049652
Pull_out,0.01900068111717701,0.2990006897598505,-1.3291230201721191,-0.0024174577556550503,1.3291230201721191,0.020876979827880948,0.0,0.0024174577556550503
Pull_out,0.020000910386443138,0.30000091902911663,-1.325793981552124,-0.0021646665409207344,1.325793981552124,0.024206018447876065,0.0,0.0021646665409207344
Pull_out,0.021000219509005547,0.30100022815167904,-1.32217276096344,-0.0018950309604406357,1.32217276096344,0.027827239036560147,0.0,0.0018950309604406357
Pull_out,0.022000379860401154,0.30200038850307465,-1.3182387351989746,-0.0016040250193327665,1.3182387351989746,0.03176126480102548,0.0,0.0016040250193327665
Pull_out,0.023000221699476242,0.30300023034214973,-1.3139915466308594,-0.0012337692314758897,1.3139915466308594,0.036008453369140714,0.0,0.0012337692314758897
Pull_out,0.024000421166419983,0.3040004298090935,-1.3094302415847778,-0.0009286530548706651,1.3094302415847778,0.04056975841522226,0.0,0.0009286530548706651
Pull_out,0.02500085160136223,0.3050008602440357,-1.304542064666748,-0.0005545577732846141,1.304542064666748,0.04545793533325204,0.0,0.0005545577732846141
Pull_out,0.02600003033876419,0.3060000389814377,-1.2993253469467163,-0.0002801991067826748,1.2993253469467163,0.05067465305328378,0.0,0.0002801991067826748
Pull_out,0.027000803500413895,0.3070008121430874,-1.2937703132629395,0.00017938790551852435,1.2937703132629395,0.056229686737060636,0.00017938790551852435,0.00017938790551852435
Pull_out,0.02800040878355503,0.3080004174262285,-1.2878849506378174,0.0005042076809331775,1.2878849506378174,0.062115049362182706,0.0005042076809331775,0.0005042076809331775
Pull_out,0.029000524431467056,0.30900053307414055,-1.2816555500030518,0.0009278713259845972,1.2816555500030518,0.06834444999694833,0.0009278713259845972,0.0009278713259845972
Pull_out,0.0300005953758955,0.310000604018569,-1.2750821113586426,0.0013176940847188234,1.2750821113586426,0.07491788864135751,0.0013176940847188234,0.0013176940847188234
Pull_out,0.031000785529613495,0.311000794172287,-1.2681620121002197,0.0017503838753327727,1.2681620121002197,0.08183798789978036,0.0017503838753327727,0.0017503838753327727
Pull_out,0.0320008210837841,0.3120008297264576,-1.2608972787857056,0.0022182026877999306,1.2608972787857056,0.08910272121429452,0.0022182026877999306,0.0022182026877999306
Pull_out,0.033000845462083817,0.3130008541047573,-1.2532858848571777,0.002674698829650879,1.2532858848571777,0.09671411514282235,0.002674698829650879,0.002674698829650879
Pull_out,0.03400028124451637,0.31400028988718987,-1.2453246116638184,0.003150810254737735,1.2453246116638184,0.10467538833618173,0.003150810254737735,0.003150810254737735
Pull_out,0.03500030189752579,0.3150003105401993,-1.2370089292526245,0.003636367153376341,1.2370089292526245,0.11299107074737558,0.003636367153376341,0.003636367153376341
Pull_out,0.03600075840950012,0.3160007670521736,-1.2283427715301514,0.004143552388995886,1.2283427715301514,0.12165722846984872,0.004143552388995886,0.004143552388995886
Pull_out,0.03700067102909088,0.3170006796717644,-1.219331979751587,0.004667638801038265,1.219331979751587,0.13066802024841317,0.004667638801038265,0.004667638801038265
Pull_out,0.03800050914287567,0.31800051778554916,-1.2099759578704834,0.0052169873379170895,1.2099759578704834,0.1400240421295167,0.0052169873379170895,0.0052169873379170895
Pull_out,0.039000313729047775,0.31900032237172127,-1.20027494430542,0.005791781935840845,1.20027494430542,0.14972505569458017,0.005791781935840845,0.005791781935840845
Pull_out,0.0400007925927639,0.3200008012354374,-1.1902220249176025,0.006373152136802673,1.1902220249176025,0.15977797508239755,0.006373152136802673,0.006373152136802673
Pull_out,0.04100021347403526,0.32100022211670876,-1.1798388957977295,0.006957614328712225,1.1798388957977295,0.1701611042022706,0.006957614328712225,0.006957614328712225
Pull_out,0.04200075566768646,0.32200076431035995,-1.169109582901001,0.007494887802749872,1.169109582901001,0.1808904170989991,0.007494887802749872,0.007494887802749872
Pull_out,0.043000441044569016,0.3230004496872425,-1.1580531597137451,0.007909709587693214,1.1580531597137451,0.19194684028625497,0.007909709587693214,0.007909709587693214
Pull_out,0.04400033876299858,0.3240003474056721,-1.1466703414916992,0.008243531920015812,1.1466703414916992,0.20332965850830087,0.008243531920015812,0.008243531920015812
Pull_out,0.04500008746981621,0.3250000961124897,-1.1349637508392334,0.008461015298962593,1.1349637508392334,0.2150362491607667,0.008461015298962593,0.008461015298962593
Pull_out,0.04600003734230995,0.32600004598498344,-1.122948169708252,0.008545847609639168,1.122948169708252,0.22705183029174814,0.008545847609639168,0.008545847609639168
Pull_out,0.04700034484267235,0.32700035348534584,-1.1105999946594238,0.008484072983264923,1.1105999946594238,0.23940000534057626,0.008484072983264923,0.008484072983264923
Pull_out,0.04800031706690788,0.3280003257095814,-1.0979347229003906,0.008191322907805443,1.0979347229003906,0.25206527709960946,0.008191322907805443,0.008191322907805443
Pull_out,0.049000225961208344,0.32900023460388184,-1.0849660634994507,0.007586298510432243,1.0849660634994507,0.2650339365005494,0.007586298510432243,0.007586298510432243
Pull_out,0.050000835210084915,0.3300008438527584,-1.0716887712478638,0.006708117667585611,1.0716887712478638,0.2783112287521363,0.006708117667585611,0.006708117667585611
Pull_out,0.05100035294890404,0.33100036159157753,-1.0581257343292236,0.005731439217925072,1.0581257343292236,0.29187426567077646,0.005731439217925072,0.005731439217925072
Pull_out,0.05200037732720375,0.33200038596987724,-1.0442739725112915,0.005126709118485451,1.0442739725112915,0.3057260274887086,0.005126709118485451,0.005126709118485451
Pull_out,0.05300069600343704,0.33300070464611053,-1.0301405191421509,0.004914822522550821,1.0301405191421509,0.3198594808578492,0.004914822522550821,0.004914822522550821
Pull_out,0.05400025099515915,0.33400025963783264,-1.0157287120819092,0.0054711406119167805,1.0157287120819092,0.3342712879180909,0.0054711406119167805,0.0054711406119167805
Pull_out,0.05500061437487602,0.3350006230175495,-1.001062035560608,0.006246242672204971,1.001062035560608,0.3489379644393922,0.006246242672204971,0.006246242672204971
Pull_out,0.05600038543343544,0.33600039407610893,-0.986162006855011,0.00707697868347168,0.986162006855011,0.3638379931449891,0.00707697868347168,0.00707697868347168
Pull_out,0.05700063705444336,0.33700064569711685,-0.9709773063659668,0.007992220111191273,0.9709773063659668,0.3790226936340333,0.007992220111191273,0.007992220111191273
Pull_out,0.05800050124526024,0.33800050988793373,-0.9555855393409729,0.00892206933349371,0.9555855393409729,0.3944144606590272,0.00892206933349371,0.00892206933349371
Pull_out,0.059000782668590546,0.33900079131126404,-0.9399524927139282,0.009909466840326786,0.9399524927139282,0.41004750728607187,0.009909466840326786,0.009909466840326786
Pull_out,0.060000091791152954,0.34000010043382645,-0.92411208152771,0.01096524391323328,0.92411208152771,0.42588791847229013,0.01096524391323328,0.01096524391323328
Pull_out,0.061000626534223557,0.34100063517689705,-0.908030092716217,0.01191260851919651,0.908030092716217,0.44196990728378305,0.01191260851919651,0.01191260851919651
Pull_out,0.062000472098588943,0.34200048074126244,-0.8917628526687622,0.013056374154984951,0.8917628526687622,0.4582371473312379,0.013056374154984951,0.013056374154984951
Pull_out,0.06300053000450134,0.34300053864717484,-0.8752892017364502,0.014297391287982464,0.8752892017364502,0.4747107982635499,0.014297391287982464,0.014297391287982464
Pull_out,0.06400002539157867,0.34400003403425217,-0.8586463928222656,0.01556727010756731,0.8586463928222656,0.49135360717773446,0.01556727010756731,0.01556727010756731
